C2min_1,C2min_2,C2min_3,C2pls_1,C2pls_2,C2pls_3,Score,Intensity,MS/MS count,Description,Fasta headers,Protein IDs,Majority protein IDs
24.3681,24.2553,24.3233,24.5598,24.5479,24.5635,31.088,8.17324,57,bifunctional dihydrofolate reductase-thymidylate synthase,0417200.1  0417200 bifunctional dihydrofolate reductase-thymidylate synthase  bifunctional dihydrofolate reductase-thymidylate synthase  Pf3D7_04_v3:748088-749914(+)  608,PF3D7_0417200,PF3D7_0417200
23.0311,22.9911,23.262,23.2327,23.3957,23.3811,41.669,7.77382,45,glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,1453800.1  1453800 glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase  glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase  Pf3D7_14_v3:2209792-2212524(-)  910,PF3D7_1453800,PF3D7_1453800
28.7387,28.8244,28.8197,29.046,28.9888,29.0773,323.31,9.49325,255,glycophorin binding protein,1016300.1  1016300 glycophorin binding protein  glycophorin binding protein  Pf3D7_10_v3:650898-653567(-)  824,PF3D7_1016300;PF3D7_0937000,PF3D7_1016300
25.2133,25.3304,25.2547,25.4342,25.5272,25.5773,127.44,8.43215,102,V-type proton ATPase catalytic subunit A,1311900.1  1311900 V-type proton ATPase catalytic subunit A  V-type proton ATPase catalytic subunit A  Pf3D7_13_v3:507900-509735(+)  611,PF3D7_1311900,PF3D7_1311900
22.9254,22.9655,23.0222,23.1139,23.2994,23.2409,41.153,7.73679,21,"conserved protein, unknown function","0811400.1  0811400 conserved protein, unknown function  conserved protein, unknown function  Pf3D7_08_v3:575986-578370(+)  608",PF3D7_0811400,PF3D7_0811400
21.7344,21.5633,20.2004,21.1966,21.4801,21.5685,11.126,7.22917,9,cyclase-associated protein,0105300.1  0105300 cyclase-associated protein  cyclase-associated protein  Pf3D7_01_v3:225110-225779(-)  162,PF3D7_0105300,PF3D7_0105300
23.6189,23.6542,23.5268,23.8154,23.8384,23.8958,24.045,7.93586,31,"replication protein A1, small fragment","0904800.1  0904800 replication protein A1, small fragment  replication protein A1, small fragment  Pf3D7_09_v3:222271-224156(+)  484",PF3D7_0904800,PF3D7_0904800
24.7097,24.5542,24.7229,24.8413,24.9132,24.9841,236.59,8.24785,51,"Plasmodium exported protein (PHISTb), unknown function","0401800.1  0401800 Plasmodium exported protein (PHISTb), unknown function  Plasmodium exported protein (PHISTb), unknown function  Pf3D7_04_v3:103742-105603(-)  560",PF3D7_0401800,PF3D7_0401800
28.3209,28.3193,28.3281,28.5348,28.5435,28.6419,323.31,9.35976,614,"conserved Plasmodium protein, unknown function","1361800.1  1361800 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_13_v3:2473530-2481626(+)  2605",PF3D7_1361800,PF3D7_1361800
24.6882,24.8042,24.8333,25.0253,24.996,25.0575,51.026,8.28544,74,transketolase,0610800.1  0610800 transketolase  transketolase  Pf3D7_06_v3:453671-455689(+)  672,PF3D7_0610800,PF3D7_0610800
23.6743,23.656,23.5809,23.821,23.8498,23.9962,58.197,7.94799,39,"glutamine--tRNA ligase, putative","1331700.1  1331700 glutamine--tRNA ligase, putative  glutamine--tRNA ligase, putative  Pf3D7_13_v3:1319089-1321845(-)  918",PF3D7_1331700,PF3D7_1331700
20.573,20.7792,20.6987,21.0445,20.8544,20.9087,2.0306,7.04246,6,"protein phosphatase PPM5, putative","0810300.1  0810300 protein phosphatase PPM5, putative  protein phosphatase PPM5, putative  Pf3D7_08_v3:525058-527604(-)  550",PF3D7_0810300,PF3D7_0810300
25.4561,25.4361,25.4195,25.7137,25.7868,25.571,54.594,8.48588,63,merozoite surface protein 6,1035500.1  1035500 merozoite surface protein 6  merozoite surface protein 6  Pf3D7_10_v3:1407276-1408391(+)  371,PF3D7_1035500,PF3D7_1035500
24.2381,24.2112,24.2153,24.5872,24.5249,24.3122,65.406,8.1272,39,"proteasome subunit beta type-6, putative","0931800.1  0931800 proteasome subunit beta type-6, putative  proteasome subunit beta type-6, putative  Pf3D7_09_v3:1273082-1273930(-)  282",PF3D7_0931800,PF3D7_0931800
22.9822,23.1259,23.1031,23.184,23.4288,23.3594,18.066,7.76685,20,"nicotinamidase, putative","0320500.1  0320500 nicotinamidase, putative  nicotinamidase, putative  Pf3D7_03_v3:860813-862102(+)  429",PF3D7_0320500,PF3D7_0320500
25.6375,25.7686,25.7249,25.9145,25.9752,26.0046,135.4,8.56585,108,acyl-CoA synthetase,1238800.1  1238800 acyl-CoA synthetase  acyl-CoA synthetase  Pf3D7_12_v3:1610363-1612741(+)  792,PF3D7_1238800,PF3D7_1238800
24.9914,24.9331,25.0416,25.307,25.2679,25.1589,153.13,8.34939,82,"26S protease regulatory subunit 6A, putative","1130400.1  1130400 26S protease regulatory subunit 6A, putative  26S protease regulatory subunit 6A, putative  Pf3D7_11_v3:1168879-1170198(+)  439",PF3D7_1130400,PF3D7_1130400
21.4402,21.6138,21.4983,21.958,21.6648,21.7071,7.5021,7.3011,17,"conserved Plasmodium protein, unknown function","1120000.1  1120000 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_11_v3:756192-760435(+)  1070",PF3D7_1120000,PF3D7_1120000
25.1634,25.0927,24.9716,25.3289,25.3158,25.3615,140.64,8.37535,95,"polyadenylate-binding protein, putative","1224300.1  1224300 polyadenylate-binding protein, putative  polyadenylate-binding protein, putative  Pf3D7_12_v3:988628-991255(+)  875",PF3D7_1224300,PF3D7_1224300
24.883,25.9818,25.8067,25.868,25.3736,26.2152,14.485,8.53116,7,"RNA-binding protein, putative","0823200.1  0823200 RNA-binding protein, putative  RNA-binding protein, putative  Pf3D7_08_v3:1022629-1023846(-)  286",PF3D7_0823200,PF3D7_0823200
24.04,24.0074,24.1411,24.3045,24.3973,24.2756,50.371,8.06993,32,"conserved Plasmodium protein, unknown function","1457300.1  1457300 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_14_v3:2346178-2348097(-)  639",PF3D7_1457300,PF3D7_1457300
24.1583,24.1403,24.2603,24.457,24.4121,24.4796,212.22,8.10387,97,"insulinase, putative","1118300.1  1118300 insulinase, putative  insulinase, putative  Pf3D7_11_v3:694655-699121(+)  1488",PF3D7_1118300,PF3D7_1118300
25.6671,25.5958,25.7308,25.8292,25.9023,26.0757,237.99,8.60726,201,ubiquitin-60S ribosomal protein L40,1365900.1  1365900 ubiquitin-60S ribosomal protein L40  ubiquitin-60S ribosomal protein L40  Pf3D7_13_v3:2632534-2633260(-)  128;1211800.1  1211800 polyubiquitin  polyubiquitin  Pf3D7_12_v3:526109-527780(+)  381,PF3D7_1365900;PF3D7_1211800,PF3D7_1365900;PF3D7_1211800
22.9171,22.8356,22.8429,23.1848,23.0098,23.2155,33.59,7.70955,32,"nicotinate phosphoribosyltransferase, putative","0629100.1  0629100 nicotinate phosphoribosyltransferase, putative  nicotinate phosphoribosyltransferase, putative  Pf3D7_06_v3:1196041-1198038(-)  665",PF3D7_0629100,PF3D7_0629100
23.5898,23.6689,23.6761,23.8755,23.854,24.0209,29.76,7.95015,44,casein kinase 1,1136500.1  1136500 casein kinase 1  casein kinase 1  Pf3D7_11_v3:1433141-1435170(-)  323;1136500.2  1136500 casein kinase 1  casein kinase 1  Pf3D7_11_v3:1431881-1435170(-)  324,PF3D7_1136500;PF3D7_1136500.2,PF3D7_1136500;PF3D7_1136500.2
23.705,23.75,23.6815,24.0446,23.8469,24.0653,25.75,7.97528,32,arginine--tRNA ligase,1218600.1  1218600 arginine--tRNA ligase  arginine--tRNA ligase  Pf3D7_12_v3:732174-734959(-)  590,PF3D7_1218600,PF3D7_1218600
25.4911,25.4473,25.5149,25.7736,25.7406,25.7594,323.31,8.50061,110,"serine--tRNA ligase, putative","0717700.1  0717700 serine--tRNA ligase, putative  serine--tRNA ligase, putative  Pf3D7_07_v3:764794-766413(-)  539",PF3D7_0717700,PF3D7_0717700
24.3899,24.312,24.4261,24.6418,24.6071,24.7003,81.746,8.16587,51,karyopherin alpha,0812400.1  0812400 karyopherin alpha  karyopherin alpha  Pf3D7_08_v3:621805-623442(-)  545,PF3D7_0812400,PF3D7_0812400
23.5608,23.5473,23.4751,23.7803,23.84,23.7889,144.59,7.91778,64,"importin beta, putative","0815200.1  0815200 importin beta, putative  importin beta, putative  Pf3D7_08_v3:717113-719746(+)  877",PF3D7_0815200,PF3D7_0815200
24.7987,24.7393,24.7523,25.0426,24.9794,25.097,118.8,8.28659,68,protein transport protein SEC23,0822600.1  0822600 protein transport protein SEC23  protein transport protein SEC23  Pf3D7_08_v3:997055-999529(+)  759,PF3D7_0822600,PF3D7_0822600
23.2141,23.239,23.1131,23.4952,23.4449,23.4613,73.925,7.80693,45,"glutamine-dependent NAD(+) synthetase, putative","0926700.1  0926700 glutamine-dependent NAD(+) synthetase, putative  glutamine-dependent NAD(+) synthetase, putative  Pf3D7_09_v3:1089911-1092430(+)  839",PF3D7_0926700,PF3D7_0926700
29.5266,29.5079,29.5415,29.8066,29.799,29.8116,323.31,9.72052,924,serine repeat antigen 5,0207600.1  0207600 serine repeat antigen 5  serine repeat antigen 5  Pf3D7_02_v3:303593-307027(-)  997,PF3D7_0207600,PF3D7_0207600
23.8783,23.8835,23.8041,24.075,24.2063,24.1352,37.646,8.00945,44,glycine--tRNA ligase,1420400.1  1420400 glycine--tRNA ligase  glycine--tRNA ligase  Pf3D7_14_v3:846508-849177(+)  889,PF3D7_1420400,PF3D7_1420400
21.1318,20.8679,20.8581,20.9523,21.3998,21.3571,6.8097,7.13878,11,"eukaryotic translation initiation factor 3 subunit A, putative","1212700.1  1212700 eukaryotic translation initiation factor 3 subunit A, putative  eukaryotic translation initiation factor 3 subunit A, putative  Pf3D7_12_v3:558047-562180(-)  1377",PF3D7_1212700,PF3D7_1212700
21.3707,21.5849,21.5777,21.7023,21.8477,21.8496,5.8487,7.34961,17,rhoptry-associated protein 3,0501500.1  0501500 rhoptry-associated protein 3  rhoptry-associated protein 3  Pf3D7_05_v3:81134-82336(-)  400,PF3D7_0501500,PF3D7_0501500
21.3523,21.3748,21.3936,21.8074,21.5326,21.6603,8.403,7.2512,8,"conserved Plasmodium protein, unknown function","1021100.1  1021100 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_10_v3:851000-856285(-)  1761",PF3D7_1021100,PF3D7_1021100
23.3261,23.331,23.3266,23.6639,23.6716,23.5385,45.304,7.85101,49,"glutamate dehydrogenase, putative","0802000.1  0802000 glutamate dehydrogenase, putative  glutamate dehydrogenase, putative  Pf3D7_08_v3:146089-150282(+)  1397",PF3D7_0802000,PF3D7_0802000
23.0662,23.1755,23.1807,23.4269,23.313,23.5729,115.3,7.79673,30,protein transport protein SEC13,1230700.1  1230700 protein transport protein SEC13  protein transport protein SEC13  Pf3D7_12_v3:1259620-1262088(+)  822,PF3D7_1230700,PF3D7_1230700
19.3814,19.658,19.7344,20.378,19.4778,19.81,3.3176,6.76831,10,cytidine triphosphate synthetase,1410200.1  1410200 cytidine triphosphate synthetase  cytidine triphosphate synthetase  Pf3D7_14_v3:400418-402994(+)  858,PF3D7_1410200,PF3D7_1410200
23.9425,23.8428,23.9641,24.2486,24.1402,24.2558,105.45,8.02938,53,"kelch domain-containing protein, putative","1125800.1  1125800 kelch domain-containing protein, putative  kelch domain-containing protein, putative  Pf3D7_11_v3:1008409-1010853(-)  592",PF3D7_1125800,PF3D7_1125800
22.3305,22.3537,22.2346,22.4471,22.5849,22.7878,15.881,7.54238,22,acyl-CoA synthetase,1200700.1  1200700 acyl-CoA synthetase  acyl-CoA synthetase  Pf3D7_12_v3:61556-64336(-)  926,PF3D7_1200700,PF3D7_1200700
26.4212,26.4527,26.3795,26.7717,26.6538,26.7358,323.31,8.78619,209,serine repeat antigen 6,0207500.1  0207500 serine repeat antigen 6  serine repeat antigen 6  Pf3D7_02_v3:298897-302564(-)  1031,PF3D7_0207500,PF3D7_0207500
20.2113,20.4704,20.196,20.6933,20.7416,20.3533,74.99,6.93953,13,"regulator of condensation, putative","0418600.1  0418600 regulator of condensation, putative  regulator of condensation, putative  Pf3D7_04_v3:834394-840429(+)  2011",PF3D7_0418600,PF3D7_0418600
24.5115,24.3294,24.4304,24.727,24.6688,24.7873,54.204,8.19131,64,"cysteine--tRNA ligase, putative","1015200.3  1015200 cysteine--tRNA ligase, putative  cysteine--tRNA ligase, putative  Pf3D7_10_v3:614872-616796(-)  593;1015200.2  1015200 cysteine--tRNA ligase, putative  cysteine--tRNA ligase, putative  Pf3D7_10_v3:614872-617736(-)  676;1015200.1  1015",PF3D7_1015200.3;PF3D7_1015200.2;PF3D7_1015200,PF3D7_1015200.3;PF3D7_1015200.2;PF3D7_1015200
26.1591,26.0815,26.1463,26.3939,26.4388,26.4741,127.36,8.70092,141,aminopeptidase P,1454400.1  1454400 aminopeptidase P  aminopeptidase P  Pf3D7_14_v3:2234143-2236476(+)  777,PF3D7_1454400,PF3D7_1454400
22.4354,22.2737,22.2377,22.6908,22.6734,22.5031,45.621,7.54752,26,translocon component PTEX150,1436300.1  1436300 translocon component PTEX150  translocon component PTEX150  Pf3D7_14_v3:1479777-1482758(+)  993,PF3D7_1436300,PF3D7_1436300
26.5673,26.5583,26.5023,26.8729,26.8188,26.8579,323.31,8.82406,171,glucose-6-phosphate isomerase,1436000.1  1436000 glucose-6-phosphate isomerase  glucose-6-phosphate isomerase  Pf3D7_14_v3:1458131-1459870(+)  579,PF3D7_1436000,PF3D7_1436000
28.1656,28.1716,28.1447,28.4523,28.4868,28.4667,239.66,9.31304,338,inositol-3-phosphate synthase,0511800.1  0511800 inositol-3-phosphate synthase  inositol-3-phosphate synthase  Pf3D7_05_v3:520720-522693(-)  604,PF3D7_0511800,PF3D7_0511800
22.4248,21.8974,22.0603,22.2556,22.3969,22.6936,7.0949,7.49791,11,tryptophan--tRNA ligase,1336900.1  1336900 tryptophan--tRNA ligase  tryptophan--tRNA ligase  Pf3D7_13_v3:1488061-1490262(-)  632,PF3D7_1336900,PF3D7_1336900
26.6838,26.6406,26.6171,26.9732,26.9403,26.9935,323.31,8.87073,239,"cell division cycle protein 48 homologue, putative","0619400.1  0619400 cell division cycle protein 48 homologue, putative  cell division cycle protein 48 homologue, putative  Pf3D7_06_v3:815622-818247(-)  828",PF3D7_0619400,PF3D7_0619400
21.5599,21.433,21.845,21.8338,22.0313,21.947,74.259,7.33969,19,"26S proteasome regulatory subunit RPN10, putative","0807800.1  0807800 26S proteasome regulatory subunit RPN10, putative  26S proteasome regulatory subunit RPN10, putative  Pf3D7_08_v3:399591-401360(-)  481",PF3D7_0807800,PF3D7_0807800
26.0461,25.985,26.1103,26.4362,26.3233,26.3627,323.31,8.67739,127,duffy binding-like merozoite surface protein,1035700.1  1035700 duffy binding-like merozoite surface protein  duffy binding-like merozoite surface protein  Pf3D7_10_v3:1413200-1415293(+)  697,PF3D7_1035700,PF3D7_1035700
22.4998,22.6717,22.4412,22.8223,22.8754,22.896,132.41,7.6217,36,"ubiquitin conjugation factor E4 B, putative","0826500.1  0826500 ubiquitin conjugation factor E4 B, putative  ubiquitin conjugation factor E4 B, putative  Pf3D7_08_v3:1152302-1156282(+)  1326",PF3D7_0826500,PF3D7_0826500
23.045,22.9425,23.0229,23.338,23.3806,23.2728,49.185,7.75906,39,alanine--tRNA ligase,1367700.1  1367700 alanine--tRNA ligase  alanine--tRNA ligase  Pf3D7_13_v3:2695655-2699881(+)  1408,PF3D7_1367700,PF3D7_1367700
23.8997,24.1132,24.0278,24.4568,24.25,24.3172,62.188,8.10459,58,T-complex protein 1 subunit epsilon,0320300.1  0320300 T-complex protein 1 subunit epsilon  T-complex protein 1 subunit epsilon  Pf3D7_03_v3:845713-847320(+)  535,PF3D7_0320300,PF3D7_0320300
24.5322,24.5534,24.5094,24.7629,24.8162,25.0019,49.915,8.21969,58,aspartate--tRNA ligase,0102900.1  0102900 aspartate--tRNA ligase  aspartate--tRNA ligase  Pf3D7_01_v3:128960-130840(-)  626,PF3D7_0102900,PF3D7_0102900
24.0323,24.1438,24.3382,24.5387,24.4412,24.5369,95.619,8.11574,55,"Plasmodium exported protein (PHISTb), unknown function","1201000.1  1201000 Plasmodium exported protein (PHISTb), unknown function  Plasmodium exported protein (PHISTb), unknown function  Pf3D7_12_v3:76846-79067(-)  653",PF3D7_1201000,PF3D7_1201000
23.9047,23.5117,23.8038,24.2081,24.0173,24.0169,43.367,7.99687,57,protein transport protein SEC31,0214100.1  0214100 protein transport protein SEC31  protein transport protein SEC31  Pf3D7_02_v3:568529-573315(-)  1471,PF3D7_0214100,PF3D7_0214100
20.7393,20.4942,20.4525,20.6776,20.9153,21.1169,11.488,7.02563,15,"protein phosphatase PPM8, putative","1135100.1  1135100 protein phosphatase PPM8, putative  protein phosphatase PPM8, putative  Pf3D7_11_v3:1374592-1376661(-)  689",PF3D7_1135100,PF3D7_1135100
22.9931,22.975,23.2027,23.5566,23.4822,23.1566,119.48,7.78432,27,"Plasmodium exported protein, unknown function","1149100.2  1149100 Plasmodium exported protein, unknown function  Plasmodium exported protein, unknown function  Pf3D7_11_v3:1972400-1973874(+)  449;1149100.1  1149100 Plasmodium exported protein, unknown function  Plasmodium exported protein, unknown fu",PF3D7_1149100.2;PF3D7_1149100,PF3D7_1149100.2;PF3D7_1149100
24.1686,24.1732,24.2521,24.4852,24.593,24.5489,123.38,8.12927,95,"leucine--tRNA ligase, putative","0622800.1  0622800 leucine--tRNA ligase, putative  leucine--tRNA ligase, putative  Pf3D7_06_v3:919685-924028(+)  1447",PF3D7_0622800;REV__PF3D7_0622800,PF3D7_0622800
20.1493,20.9081,21.013,21.0377,21.0826,20.9875,9.7803,7.03703,16,serine repeat antigen 2,0207900.1  0207900 serine repeat antigen 2  serine repeat antigen 2  Pf3D7_02_v3:317596-321310(-)  1105,PF3D7_0207900,PF3D7_0207900
22.7688,22.8201,22.9059,23.2607,23.1242,23.1498,26.02,7.71013,45,cytoadherence linked asexual protein 2,0220800.1  0220800 cytoadherence linked asexual protein 2  cytoadherence linked asexual protein 2  Pf3D7_02_v3:838843-844116(+)  1440,PF3D7_0220800,PF3D7_0220800
24.7523,24.649,24.654,25.0581,25.0398,25.0095,77.129,8.27242,97,cGMP-dependent protein kinase,1436600.1  1436600 cGMP-dependent protein kinase  cGMP-dependent protein kinase  Pf3D7_14_v3:1490654-1494214(-)  853,PF3D7_1436600,PF3D7_1436600
25.0328,24.9733,25.0208,25.3711,25.338,25.3808,89.411,8.36769,73,"26S proteasome regulatory subunit RPN2, putative","1466300.1  1466300 26S proteasome regulatory subunit RPN2, putative  26S proteasome regulatory subunit RPN2, putative  Pf3D7_14_v3:2709418-2713192(+)  1172",PF3D7_1466300,PF3D7_1466300
20.8163,20.8526,20.8429,21.1908,21.0692,21.3302,6.9246,7.10285,12,gamma-glutamylcysteine synthetase,0918900.1  0918900 gamma-glutamylcysteine synthetase  gamma-glutamylcysteine synthetase  Pf3D7_09_v3:777558-780749(+)  1063,PF3D7_0918900,PF3D7_0918900
29.0275,29.0403,29.059,29.3818,29.409,29.4218,323.31,9.60313,540,elongation factor 2,1451100.1  1451100 elongation factor 2  elongation factor 2  Pf3D7_14_v3:2090902-2093400(+)  832,PF3D7_1451100,PF3D7_1451100
24.636,24.4331,24.522,24.8471,24.8988,24.933,42.426,8.22477,61,rhoptry neck protein 4,1116000.1  1116000 rhoptry neck protein 4  rhoptry neck protein 4  Pf3D7_11_v3:602983-606918(-)  1201,PF3D7_1116000,PF3D7_1116000
24.4367,24.4984,24.6772,24.9798,24.9054,24.8161,66.366,8.2283,73,acyl-CoA synthetase,0731600.1  0731600 acyl-CoA synthetase  acyl-CoA synthetase  Pf3D7_07_v3:1368161-1370596(+)  811,PF3D7_0731600,PF3D7_0731600
23.5693,23.5829,23.4736,23.974,23.8922,23.8518,7.7878,7.9235,11,glutathione synthetase,0512200.1  0512200 glutathione synthetase  glutathione synthetase  Pf3D7_05_v3:529934-531901(-)  655,PF3D7_0512200,PF3D7_0512200
21.1021,21.4111,19.9486,21.2382,21.2072,21.1292,52.256,7.1352,18,"conserved Plasmodium protein, unknown function","1456700.1  1456700 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_14_v3:2323772-2325826(-)  684",PF3D7_1456700,PF3D7_1456700
21.5043,21.5928,21.5447,21.8874,21.9803,21.8905,47.651,7.32576,14,"exportin-T, putative","1315900.1  1315900 exportin-T, putative  exportin-T, putative  Pf3D7_13_v3:663741-667929(+)  1232",PF3D7_1315900,PF3D7_1315900
21.7979,21.8015,22.0119,22.3745,22.1755,22.1966,5.9245,7.42807,13,"leucyl/phenylalanyl-tRNA--protein transferase, putative","0212900.1  0212900 leucyl/phenylalanyl-tRNA--protein transferase, putative  leucyl/phenylalanyl-tRNA--protein transferase, putative  Pf3D7_02_v3:533253-534350(+)  365",PF3D7_0212900,PF3D7_0212900
28.0896,28.0118,28.0281,28.423,28.344,28.4999,110.49,9.29081,128,EMP1-trafficking protein,0730900.1  0730900 EMP1-trafficking protein  EMP1-trafficking protein  Pf3D7_07_v3:1325375-1331813(+)  2110,PF3D7_0730900,PF3D7_0730900
21.748,21.6073,21.7973,21.975,22.2714,22.0599,22.176,7.39477,16,deubiquinating/deneddylating enzyme,1117100.1  1117100 deubiquinating/deneddylating enzyme  deubiquinating/deneddylating enzyme  Pf3D7_11_v3:652579-653976(+)  465,PF3D7_1117100,PF3D7_1117100
27.0091,27.0019,27.0153,27.4197,27.347,27.4271,323.31,8.9785,311,rhoptry neck protein 3,1252100.1  1252100 rhoptry neck protein 3  rhoptry neck protein 3  Pf3D7_12_v3:2114628-2122487(-)  2215,PF3D7_1252100,PF3D7_1252100
22.4851,22.6204,20.6625,22.4619,22.2391,22.2476,18.397,7.46102,9,glycogen synthase kinase 3,0312400.1  0312400 glycogen synthase kinase 3  glycogen synthase kinase 3  Pf3D7_03_v3:524154-526439(-)  440,PF3D7_0312400,PF3D7_0312400
22.969,23.2182,23.3404,23.5603,23.5449,23.621,12.245,7.82491,24,phosphoenolpyruvate carboxylase,1426700.1  1426700 phosphoenolpyruvate carboxylase  phosphoenolpyruvate carboxylase  Pf3D7_14_v3:1036137-1039583(-)  1148,PF3D7_1426700,PF3D7_1426700
23.8871,23.8937,23.9509,24.3016,24.2745,24.3661,61.562,8.04995,48,"N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative","1244100.1  1244100 N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative  N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative  Pf3D7_12_v3:1847677-1852156(+)  1296",PF3D7_1244100,PF3D7_1244100
23.0243,22.9187,23.1091,23.3922,23.5094,23.4112,61.418,7.78245,42,"mannose-6-phosphate isomerase, putative","0801800.1  0801800 mannose-6-phosphate isomerase, putative  mannose-6-phosphate isomerase, putative  Pf3D7_08_v3:119032-122067(-)  1011",PF3D7_0801800,PF3D7_0801800
23.4876,23.5596,23.8116,23.9022,24.049,24.1986,53.666,7.98589,42,"alpha/beta hydrolase, putative","1001600.1  1001600 alpha/beta hydrolase, putative  alpha/beta hydrolase, putative  Pf3D7_10_v3:86538-89009(-)  763",PF3D7_1001600,PF3D7_1001600
24.1966,24.0984,24.2905,24.5171,24.6702,24.695,69.388,8.13319,72,"importin alpha re-exporter, putative","0932800.1  0932800 importin alpha re-exporter, putative  importin alpha re-exporter, putative  Pf3D7_09_v3:1303390-1307789(-)  1342",PF3D7_0932800,PF3D7_0932800
22.027,22.2079,22.0611,22.5748,22.586,22.4799,23.837,7.50137,26,"conserved Plasmodium protein, unknown function","0813400.1  0813400 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_08_v3:658493-662095(-)  659",PF3D7_0813400,PF3D7_0813400
20.4393,20.3984,20.5772,20.9615,20.8033,21.0069,3.4394,7.01866,10,"BRO1 domain-containing protein, putative","1224200.1  1224200 BRO1 domain-containing protein, putative  BRO1 domain-containing protein, putative  Pf3D7_12_v3:981301-984475(+)  819",PF3D7_1224200,PF3D7_1224200
22.0241,22.004,21.9712,22.3882,22.3798,22.5932,25.17,7.47436,18,rhoptry neck protein 5,0817700.1  0817700 rhoptry neck protein 5  rhoptry neck protein 5  Pf3D7_08_v3:805797-813465(-)  1156,PF3D7_0817700,PF3D7_0817700
19.9184,20.2533,20.3426,20.2503,20.6274,21.0157,3.0382,6.84669,5,"protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative","1432700.1  1432700 protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative  protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative  Pf3D7_14_v3:1290468-1291459(-)  224",PF3D7_1432700,PF3D7_1432700
23.9425,24.16,24.2322,24.5483,24.6005,24.5918,78.896,8.1172,67,serine/threonine protein phosphatase 7,1423300.1  1423300 serine/threonine protein phosphatase 7  serine/threonine protein phosphatase 7  Pf3D7_14_v3:936168-941638(+)  959,PF3D7_1423300,PF3D7_1423300
24.5802,24.492,24.5801,25.0287,25.0292,25.1134,58.764,8.26002,80,"importin-7, putative","0706000.1  0706000 importin-7, putative  importin-7, putative  Pf3D7_07_v3:293400-297089(+)  1229",PF3D7_0706000,PF3D7_0706000
22.0577,22.0575,22.0585,22.476,22.7104,22.5154,31.466,7.50439,21,"conserved Plasmodium protein, unknown function","0621100.1  0621100 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_06_v3:865845-869909(-)  1354",PF3D7_0621100,PF3D7_0621100
19.732,19.7141,19.8485,20.2484,19.9962,20.6187,5.3414,6.81062,8,"myosin E, putative","0613900.1  0613900 myosin E, putative  myosin E, putative  Pf3D7_06_v3:579435-585896(-)  2153",PF3D7_0613900,PF3D7_0613900
24.7389,24.5877,24.6815,25.1063,25.1973,25.311,78.383,8.29607,94,"isoleucine--tRNA ligase, putative","1332900.1  1332900 isoleucine--tRNA ligase, putative  isoleucine--tRNA ligase, putative  Pf3D7_13_v3:1350042-1353860(-)  1272",PF3D7_1332900,PF3D7_1332900
22.2257,22.2322,22.3405,22.8577,22.7997,22.8574,13.112,7.5743,27,"DnaJ protein, putative","0806500.1  0806500 DnaJ protein, putative  DnaJ protein, putative  Pf3D7_08_v3:345427-347454(-)  675",PF3D7_0806500,PF3D7_0806500
20.9876,20.1489,21.3252,21.2361,21.5163,21.4306,6.3397,7.15479,8,TLD domain-containing protein,0919800.1  0919800 TLD domain-containing protein  TLD domain-containing protein  Pf3D7_09_v3:804417-807920(-)  1078,PF3D7_0919800,PF3D7_0919800
20.4799,20.747,20.5516,21.028,21.1328,21.383,15.771,7.07493,13,"acetyl-CoA synthetase, putative","0627800.1  0627800 acetyl-CoA synthetase, putative  acetyl-CoA synthetase, putative  Pf3D7_06_v3:1114544-1117537(-)  997",PF3D7_0627800,PF3D7_0627800
22.2843,22.2555,22.2769,22.7894,22.8424,23.0048,36.015,7.58598,20,"Plasmodium exported protein (PHISTc), unknown function","0801000.1  0801000 Plasmodium exported protein (PHISTc), unknown function  Plasmodium exported protein (PHISTc), unknown function  Pf3D7_08_v3:84568-88422(-)  1219",PF3D7_0801000,PF3D7_0801000
25.899,25.9083,25.8653,26.5004,26.4505,26.5613,323.31,8.74099,96,S-antigen,1035200.1  1035200 S-antigen  S-antigen  Pf3D7_10_v3:1394839-1396596(+)  585,PF3D7_1035200,PF3D7_1035200
20.5418,20.5581,19.1689,20.6325,20.7865,20.6916,45.848,6.97924,11,phosphoenolpyruvate carboxykinase,1342800.1  1342800 phosphoenolpyruvate carboxykinase  phosphoenolpyruvate carboxykinase  Pf3D7_13_v3:1679693-1681444(+)  583,PF3D7_1342800,PF3D7_1342800
